word,syl,freq,len,complexity,label
pardon,2,6.61e-06,6,0.2941176470588235,Medium
parents,2,0.000162,7,0.078125,Easy
parity,3,2.57e-06,6,0.4852941176470589,Hard
parliaments,3,1.29e-06,11,0.3427840909090909,Medium
part,1,0.000603,4,0.18756127450980387,Easy
partiality,4,2.29e-07,10,0.38823529411764707,Hard
participation,5,2.14e-05,13,0.2352941176470588,Easy
particles,3,1.2e-05,9,0.3295454545454546,Medium
parties,2,7.76e-05,7,0.20669934640522872,Easy
partner,2,6.92e-05,7,0.19355158730158725,Easy
parts,1,0.000117,5,0.1125,Easy
passes,2,2.82e-05,6,0.3676470588235294,Hard
pastors,2,2.14e-06,7,0.2916666666666666,Medium
pasture,3,2.29e-06,7,0.275,Medium
path,1,5.13e-05,4,0.1964285714285714,Easy
pathologies,4,3.16e-07,11,0.5,Hard
paths,1,1.05e-05,5,0.2205882352941176,Easy
pathways,2,4.37e-06,8,0.32228668261563,Medium
patience,3,1.58e-05,8,0.2,Easy
patient,2,5.89e-05,7,0.16875,Easy
patients,2,8.13e-05,8,0.21930044593088072,Easy
pattern,2,3.63e-05,7,0.2563467492260062,Medium
patterning,3,5.5e-07,10,0.3036887254901961,Medium
patterns,2,2.57e-05,8,0.1993504901960784,Easy
paucity,3,4.07e-07,7,0.625,Hard
pay,1,0.000251,3,0.0666666666666666,Easy
payment,2,4.57e-05,7,0.2916666666666666,Medium
peace,2,0.000105,5,0.18910818713450292,Easy
peacekeeping,4,1.41e-06,12,0.2947916666666666,Medium
peak,1,3.39e-05,4,0.1833333333333333,Easy
pearls,1,3.47e-06,6,0.2205882352941176,Easy
peat,1,2e-06,4,0.4821428571428571,Hard
pedigrees,3,2.14e-07,9,0.3125,Medium
pellets,2,1.82e-06,7,0.2125,Easy
penalty,3,2.82e-05,7,0.1805555555555555,Easy
pension,2,1.66e-05,7,0.3392857142857143,Medium
pensioners,3,1.48e-06,10,0.3382352941176471,Medium
pensions,2,6.31e-06,8,0.3088235294117647,Medium
peoples,2,1.82e-05,7,0.24122807017543854,Easy
peptide,3,2e-06,7,0.5755213708290334,Hard
peptides,3,1.41e-06,8,0.484375,Hard
percent,2,0.00011,7,0.2894736842105263,Medium
percentage,4,3.02e-05,10,0.15,Easy
percentages,4,2.57e-06,11,0.2638888888888888,Medium
perception,3,1.51e-05,10,0.0999999999999999,Easy
perfection,3,9.77e-06,10,0.2361111111111111,Easy
performance,4,0.000145,11,0.13988095238095236,Easy
period,2,0.000162,6,0.1111111111111111,Easy
periphery,4,2e-06,9,0.46792763157894735,Hard
person,2,0.000355,6,0.19293478260869565,Easy
personality,5,3.55e-05,11,0.2321428571428571,Easy
personnel,3,3.63e-05,9,0.16029411764705875,Easy
perspective,4,3.63e-05,11,0.15,Easy
perturbation,4,4.57e-07,12,0.5392055860805861,Hard
perverseness,4,1.95e-08,12,0.4059290382819794,Hard
pestilence,4,6.03e-07,10,0.5155075187969925,Hard
pestle,2,3.47e-07,6,0.4499999999999999,Hard
petition,3,2e-05,8,0.35,Hard
petitioners,4,6.61e-07,11,0.31736111111111115,Medium
phagocytes,4,6.61e-08,10,0.6428571428571429,Hard
pharyngeal,3,2.19e-07,10,0.6399456521739131,Hard
phase,2,4.37e-05,5,0.2666666666666667,Medium
phases,2,6.76e-06,6,0.28877005347593576,Medium
phosphatase,4,3.98e-07,11,0.7574074074074074,Hard
phrases,2,7.76e-06,7,0.4117647058823529,Hard
physiology,4,4.07e-06,10,0.3,Medium
picks,1,1.74e-05,5,0.2941176470588235,Medium
piece,2,0.00011,5,0.25,Medium
pieces,2,5.25e-05,6,0.20061566293183936,Easy
pigmentation,4,7.41e-07,12,0.265625,Medium
pigs,1,9.77e-06,4,0.2058823529411764,Easy
pile,2,1.38e-05,4,0.2,Easy
pillars,2,4.17e-06,7,0.3,Medium
pineal,2,3.16e-07,6,0.5686011904761905,Hard
pinnacle,3,2.82e-06,8,0.3249999999999999,Medium
pipe,2,1.78e-05,4,0.171875,Easy
piracy,3,3.31e-06,6,0.28137254901960784,Medium
pit,1,1.86e-05,3,0.2514619883040935,Medium
pits,1,5.25e-06,4,0.2083333333333333,Easy
pity,2,9.55e-06,4,0.2222222222222222,Easy
placards,2,4.68e-07,8,0.40885416666666663,Hard
place,2,0.000513,5,0.18037330316742078,Easy
places,2,0.000107,6,0.20733173076923075,Easy
placing,2,1.48e-05,7,0.1785714285714285,Easy
plain,1,2.69e-05,5,0.2666666666666667,Medium
planning,2,7.94e-05,8,0.15,Easy
plant,1,7.76e-05,5,0.2563787185354691,Medium
plants,1,5.13e-05,6,0.2023809523809523,Easy
plasma,2,8.91e-06,6,0.36199034883245407,Hard
plasticity,4,9.12e-07,10,0.5077546296296296,Hard
platelet,3,7.94e-07,8,0.44438244047619047,Hard
platitudes,4,5.37e-07,10,0.5576923076923077,Hard
play,1,0.000407,4,0.1738721804511278,Easy
player,2,0.000155,6,0.2125,Easy
players,2,0.0002,7,0.2205882352941176,Easy
plea,1,8.91e-06,4,0.3636363636363636,Hard
pleads,1,1.45e-06,6,0.2249999999999999,Easy
pleas,1,3.24e-06,5,0.25,Medium
pleasure,3,3.72e-05,8,0.20203818369453042,Easy
pledge,2,1e-05,6,0.2321428571428571,Easy
pledges,2,2.45e-06,7,0.3529411764705882,Hard
plenary,3,1.26e-06,7,0.5369969040247677,Hard
plowmen,2,0.0,7,0.4722222222222222,Hard
plug,1,1.38e-05,4,0.1875,Easy
plumage,3,8.71e-07,7,0.5263157894736842,Hard
point,1,0.000347,5,0.2170375386996904,Easy
points,1,0.00017,6,0.2077554179566563,Easy
poison,2,1.2e-05,6,0.1964285714285714,Easy
polarity,4,1.15e-06,8,0.46966911764705876,Hard
polarization,5,1.82e-06,12,0.46875,Hard
policies,3,5.13e-05,8,0.22916666666666663,Easy
politicians,4,3.47e-05,11,0.23606811145510836,Easy
politics,3,7.41e-05,8,0.1538461538461538,Easy
pollutants,3,1.95e-06,10,0.25,Medium
pollution,3,1.58e-05,9,0.1964285714285714,Easy
poly,2,4.37e-06,4,0.453125,Hard
polygamy,4,1.17e-06,8,0.3095238095238095,Medium
polyps,2,5.13e-07,6,0.3823529411764705,Hard
population,4,0.000102,10,0.25234242881301705,Medium
populations,4,1.55e-05,11,0.2575109649122807,Medium
porch,1,7.08e-06,5,0.2833333333333333,Medium
porches,2,5.5e-07,7,0.3392857142857143,Medium
pore,2,1.91e-06,4,0.3289473684210526,Medium
porters,2,8.51e-07,7,0.4473684210526315,Hard
portion,2,3.39e-05,7,0.26160714285714287,Medium
position,3,0.000162,8,0.1569444444444444,Easy
positions,3,4.27e-05,9,0.1764705882352941,Easy
positives,4,2.4e-06,9,0.21944444444444444,Easy
possession,3,2.4e-05,10,0.2668067226890756,Medium
possibilities,5,1.29e-05,13,0.1710526315789473,Easy
pot,1,2.51e-05,3,0.2916666666666666,Medium
potential,3,0.000102,9,0.24358974358974356,Easy
potters,2,7.08e-07,7,0.4125,Hard
poultry,2,3.47e-06,7,0.2,Easy
poverty,3,2.88e-05,7,0.2102941176470588,Easy
power,2,0.000331,5,0.15632586367880483,Easy
powerlessness,4,3.39e-07,13,0.3095238095238095,Medium
practices,3,3.55e-05,9,0.25,Medium
praise,2,2.04e-05,6,0.2619395711500974,Medium
pray,1,2.51e-05,4,0.125,Easy
precedence,4,2.14e-06,10,0.4305555555555556,Hard
precepts,2,6.76e-07,8,0.5475917735515259,Hard
precursor,3,2.75e-06,9,0.38390756302521006,Hard
precursors,3,1.1e-06,10,0.4665322580645161,Hard
predictability,6,7.08e-07,14,0.39338235294117646,Hard
prediction,3,9.12e-06,10,0.2391304347826087,Easy
predisposition,5,6.61e-07,14,0.4499999999999999,Hard
preeminence,4,1.32e-07,11,0.5,Hard
pregnancy,3,2.14e-05,9,0.20852826510721245,Easy
preoccupation,4,7.41e-07,13,0.4605263157894737,Hard
preparedness,4,2.09e-06,12,0.37499999999999994,Hard
presence,3,5.37e-05,8,0.20752890899949722,Easy
presentation,4,2.04e-05,12,0.24040247678018575,Easy
press,1,0.000145,5,0.2666666666666667,Medium
pressure,3,0.000102,8,0.2660183066361556,Medium
prey,1,9.55e-06,4,0.25,Medium
prices,2,7.59e-05,6,0.12549857549857543,Easy
priest,1,2.14e-05,6,0.18324929971988793,Easy
priesthood,2,2e-06,10,0.3676470588235294,Hard
priests,1,1.02e-05,7,0.240625,Easy
primers,2,6.31e-07,7,0.3517857142857143,Hard
prince,2,5.25e-05,6,0.19479166666666664,Easy
princes,2,4.9e-06,7,0.17875816993464047,Easy
principal,3,3.31e-05,9,0.25,Medium
principles,3,2.63e-05,10,0.25706845238095233,Medium
priorities,3,1.15e-05,10,0.2375,Easy
prisoners,3,2.34e-05,9,0.2352941176470588,Easy
privatization,5,1.86e-06,13,0.3552631578947368,Hard
privilege,4,1.58e-05,9,0.2321428571428571,Easy
probability,5,1.05e-05,11,0.1111111111111111,Easy
probes,2,2.69e-06,6,0.4642857142857143,Hard
problem,2,0.000251,7,0.28125,Medium
problems,2,0.000155,8,0.18988878446115284,Easy
procedures,4,2.29e-05,10,0.28482142857142856,Medium
process,2,0.000182,7,0.18317616959064326,Easy
processes,3,2.88e-05,9,0.2125,Easy
processing,3,2.88e-05,10,0.237623054029304,Easy
produce,3,6.03e-05,7,0.2352941176470588,Easy
production,3,0.000138,10,0.26007460440316477,Medium
products,2,0.00011,8,0.1728553921568627,Easy
professionalism,5,2.51e-06,15,0.2777777777777778,Medium
professions,3,3.39e-06,11,0.3194444444444444,Medium
profitability,6,3.16e-06,13,0.27499999999999997,Medium
progenitor,4,6.92e-07,10,0.6245535714285715,Hard
progenitors,4,3.31e-07,11,0.5,Hard
programmes,3,1.17e-05,10,0.295547385620915,Medium
programs,2,7.94e-05,8,0.2870535714285714,Medium
progress,2,6.03e-05,8,0.231218825249398,Easy
progression,3,7.94e-06,11,0.27281746031746035,Medium
project,2,0.000166,7,0.18172268907563022,Easy
projects,2,6.46e-05,8,0.2261904761904761,Easy
proliferation,5,4.07e-06,13,0.46020891690009336,Hard
prominence,4,3.47e-06,10,0.5,Hard
promise,3,5.13e-05,7,0.15982142857142853,Easy
promoter,3,3.63e-06,8,0.403921568627451,Hard
promoters,3,2.29e-06,9,0.1964285714285714,Easy
properties,3,4.47e-05,10,0.265625,Medium
property,3,0.000129,8,0.2877574370709382,Medium
prophecy,3,5.13e-06,8,0.359375,Hard
prophesies,3,1.66e-07,10,0.3,Medium
prophet,2,9.55e-06,7,0.2740925536881419,Medium
prophetess,3,1.41e-07,10,0.47302631578947363,Hard
proportion,3,1.29e-05,10,0.1964285714285714,Easy
proposal,3,2.95e-05,8,0.2595238095238095,Medium
proposals,3,1.58e-05,9,0.22797619047619047,Easy
propriety,3,6.17e-07,9,0.328125,Medium
prosecutions,4,1.78e-06,12,0.3235294117647058,Medium
prospects,2,1.17e-05,9,0.25,Medium
prosperity,4,8.13e-06,10,0.37395833333333334,Hard
prostitute,4,3.8e-06,10,0.16542658730158727,Easy
protein,2,3.39e-05,7,0.2387704248366013,Easy
providers,3,1.35e-05,9,0.2763157894736842,Medium
provinces,3,1.07e-05,9,0.3392857142857143,Medium
provisions,3,1.32e-05,10,0.35625,Hard
proviso,3,4.37e-07,7,0.5666666666666667,Hard
proxies,2,1.2e-06,7,0.4047619047619047,Hard
puberty,3,2.95e-06,7,0.15,Easy
pups,1,2.09e-06,4,0.3,Medium
purpose,3,7.59e-05,7,0.171875,Easy
pursuers,2,3.55e-07,8,0.3191176470588235,Medium
quails,2,1.86e-07,6,0.4558823529411765,Hard
quaking,2,2.69e-07,7,0.4736842105263158,Hard
qualification,5,7.59e-06,13,0.2051470588235294,Easy
qualities,3,1.15e-05,9,0.1785714285714285,Easy
quality,3,0.000129,7,0.21875,Easy
questions,2,0.000141,9,0.20236897390535158,Easy
queues,3,1.62e-06,6,0.3125,Medium
quorum,2,1.17e-06,6,0.5074074074074074,Hard
quotas,2,2.14e-06,6,0.28079044117647056,Medium
radiation,3,1.86e-05,9,0.2624999999999999,Medium
radicals,3,3.16e-06,8,0.5273809523809523,Hard
raft,1,2.88e-06,4,0.4499999999999999,Hard
rafts,1,7.59e-07,5,0.44669117647058826,Hard
rage,2,1.29e-05,4,0.2142857142857143,Easy
railway,2,2.88e-05,7,0.1166666666666666,Easy
railways,2,7.08e-06,8,0.3088235294117647,Medium
rainfall,2,6.61e-06,8,0.2624999999999999,Medium
raison,2,4.9e-07,6,0.4375,Hard
ram,1,1.55e-05,3,0.250272331154684,Medium
rams,1,5.5e-06,4,0.26388888888888884,Medium
range,2,0.000132,5,0.22292106586224225,Easy
ranks,1,1.7e-05,5,0.2083333333333333,Easy
rapprochement,4,4.17e-07,13,0.5,Hard
rat,1,1.48e-05,3,0.2615384615384615,Medium
rate,2,0.000138,4,0.20570795625942678,Easy
rates,2,7.59e-05,5,0.14813725490196078,Easy
ratification,5,1.38e-06,12,0.4532802287581699,Hard
rationale,4,3.39e-06,9,0.27704326923076916,Medium
rationality,5,1.26e-06,11,0.3249999999999999,Medium
ravages,3,5.75e-07,7,0.33012820512820507,Medium
ravens,2,4.57e-06,6,0.3571428571428571,Hard
razor,2,5.25e-06,5,0.17443977591036405,Easy
reabsorption,3,1.05e-07,12,0.5647058823529412,Hard
reaction,2,5.37e-05,8,0.39010416666666664,Hard
reactors,2,3.31e-06,8,0.2083333333333333,Easy
read,1,0.000347,4,0.0499999999999999,Easy
reading,2,0.000138,7,0.20751633986928103,Easy
reagents,2,7.24e-07,8,0.40069444444444446,Hard
realisation,4,1.58e-06,11,0.35637254901960785,Hard
reality,3,7.76e-05,7,0.265625,Medium
realization,4,5.25e-06,11,0.1617647058823529,Easy
reallocation,4,2e-07,12,0.4705882352941176,Hard
reapers,2,4.27e-07,7,0.28125,Medium
reason,2,0.000209,6,0.2212192056309703,Easy
reasons,2,8.51e-05,7,0.15297772617819053,Easy
rebellion,3,8.71e-06,9,0.2777777777777778,Medium
rebels,2,1.17e-05,6,0.3088235294117647,Medium
rebuke,3,1.26e-06,6,0.37749693627450975,Hard
recast,2,8.71e-07,6,0.39241486068111453,Hard
receptor,3,6.17e-06,8,0.3610498366013072,Hard
receptors,3,4.47e-06,9,0.36208513708513707,Hard
reciprocity,5,1.1e-06,11,0.42794117647058827,Hard
recognition,4,2.95e-05,11,0.23590686274509806,Easy
recombine,4,1.17e-07,9,0.4852941176470589,Hard
recommendation,5,1.23e-05,14,0.19027777777777777,Easy
recommendations,5,1.95e-05,15,0.1805555555555555,Easy
reconsideration,6,4.47e-07,15,0.2815972222222222,Medium
record,2,0.000162,6,0.2015625,Easy
recoveries,4,1.2e-06,10,0.3289473684210526,Medium
redistribution,5,1.86e-06,14,0.34756652661064424,Hard
reduction,3,2.45e-05,9,0.25944852941176466,Medium
reductions,3,4.27e-06,10,0.21875,Easy
redundancies,4,4.47e-07,12,0.39166666666666666,Hard
reel,1,4.79e-06,4,0.4166666666666666,Hard
reflection,3,1.48e-05,10,0.3553571428571428,Hard
reform,2,3.39e-05,6,0.375,Hard
reformation,4,3.39e-06,11,0.5,Hard
refuge,3,8.13e-06,6,0.24788925438596493,Medium
refuse,3,2.45e-05,6,0.2166666666666666,Easy
regard,2,2.29e-05,6,0.30676062091503264,Medium
regime,3,2e-05,6,0.35,Hard
regions,2,3.39e-05,7,0.2181038324420677,Easy
register,3,3.89e-05,8,0.3,Medium
regret,2,2.34e-05,6,0.171875,Easy
reign,1,1.17e-05,5,0.33333333333333326,Medium
reimbursement,4,2.24e-06,13,0.4166666666666666,Hard
reintroduction,4,5.13e-07,14,0.43703703703703695,Hard
rejection,3,7.94e-06,9,0.25,Medium
rejoices,3,3.16e-07,8,0.2833333333333333,Medium
relation,3,2.04e-05,8,0.2464548319327731,Medium
relations,3,4.68e-05,9,0.22222222222222218,Easy
relationship,4,0.000141,12,0.2242591773551526,Easy
relationships,4,4.79e-05,13,0.0833333333333333,Easy
relatives,4,1.58e-05,9,0.203125,Easy
reliant,2,2.57e-06,7,0.2166666666666666,Easy
religion,3,5.5e-05,8,0.2205882352941176,Easy
relocation,4,3.72e-06,10,0.3333333333333333,Medium
remarks,2,1.45e-05,7,0.17777777777777773,Easy
remembrance,4,4.07e-06,11,0.3,Medium
reminder,3,1.32e-05,8,0.21527777777777773,Easy
remit,2,1.23e-06,5,0.3928571428571429,Hard
remnant,2,2e-06,7,0.36102430555555554,Hard
remodeling,4,1.45e-06,10,0.3465530303030303,Medium
remodelling,4,3.72e-07,11,0.2794117647058823,Medium
renegotiation,5,4.27e-07,13,0.34803921568627444,Hard
repair,2,2.57e-05,6,0.20383928571428567,Easy
repayment,3,2.75e-06,9,0.25,Medium
repertoire,4,2.69e-06,10,0.5166666666666667,Hard
replacement,4,2.75e-05,11,0.27422723475355054,Medium
replication,4,2.63e-06,11,0.3247665732959851,Medium
reply,2,3.16e-05,5,0.16388888888888886,Easy
reporter,3,2.24e-05,8,0.3195833333333333,Medium
reports,2,7.94e-05,7,0.24342650103519667,Easy
representations,5,4.68e-06,15,0.29760061919504643,Medium
representatives,6,3.31e-05,15,0.22777777777777772,Easy
reprocessing,4,4.07e-07,12,0.3571428571428571,Hard
republics,3,2.09e-06,9,0.2361111111111111,Easy
requests,2,1.91e-05,8,0.2352941176470588,Easy
requirement,4,1.82e-05,11,0.14522058823529407,Easy
requirements,4,4.37e-05,12,0.2698412698412699,Medium
rescue,2,3.02e-05,6,0.2777777777777778,Medium
resemblance,4,3.89e-06,11,0.3166666666666666,Medium
residence,4,2.29e-05,9,0.328125,Medium
residue,3,3.39e-06,7,0.24975633528265107,Medium
residues,3,1.78e-06,8,0.3529411764705882,Hard
resistance,4,3.55e-05,10,0.2824135146049266,Medium
resolution,4,3.89e-05,10,0.32915032679738554,Medium
resolutions,4,5.01e-06,11,0.28317460317460313,Medium
resources,3,8.13e-05,9,0.23837719298245616,Easy
respect,2,0.000107,7,0.21087128879892036,Easy
respects,2,7.94e-06,8,0.2249999999999999,Easy
response,3,0.000107,8,0.22872957516339865,Easy
responses,3,1.95e-05,9,0.2327380952380952,Easy
responsibility,6,5.62e-05,14,0.24444444444444444,Easy
rest,1,0.00017,4,0.14603174603174596,Easy
restitution,4,1.55e-06,11,0.3809523809523809,Hard
restorer,3,2.88e-07,8,0.421875,Hard
restraint,2,4.37e-06,9,0.2763157894736842,Medium
restriction,3,5.75e-06,11,0.2739651416122004,Medium
restrictions,3,2.04e-05,12,0.2249999999999999,Easy
result,2,0.000151,6,0.21547619047619043,Easy
resurrection,4,5.75e-06,12,0.2205882352941176,Easy
retardation,4,7.76e-07,11,0.3204365079365079,Medium
retention,3,6.46e-06,9,0.40625,Hard
reticulum,4,3.24e-07,9,0.5641417572463768,Hard
retina,3,2.51e-06,6,0.35176003734827266,Hard
retinas,3,2.19e-07,7,0.25,Medium
reunification,5,1.23e-06,13,0.4166666666666666,Hard
reversal,3,3.63e-06,8,0.39926470588235285,Hard
review,2,0.000132,6,0.21767001114827197,Easy
revolutions,4,2.4e-06,11,0.25,Medium
reward,2,2.14e-05,6,0.14181286549707597,Easy
rhythms,1,2.75e-06,7,0.1785714285714285,Easy
ribbon,2,6.46e-06,6,0.3,Medium
riches,2,3.72e-06,6,0.22576252723311543,Easy
righteousness,4,3.02e-06,13,0.2555555555555556,Medium
rigour,2,4.68e-07,6,0.4705882352941176,Hard
rings,1,2.14e-05,5,0.2083333333333333,Easy
riot,1,1.23e-05,4,0.21875,Easy
rise,2,6.46e-05,4,0.25381944444444443,Medium
risk,1,0.000112,4,0.22749396135265698,Easy
risks,1,2.24e-05,5,0.203125,Easy
road,1,0.000174,4,0.24851190476190477,Medium
roads,1,3.55e-05,5,0.1666666666666666,Easy
roar,1,5.01e-06,4,0.4807692307692307,Hard
roast,1,7.41e-06,5,0.2307692307692307,Easy
rock,1,0.000107,4,0.2158496732026143,Easy
rods,1,3.89e-06,4,0.35272331154684095,Hard
role,2,0.000145,4,0.15445261437908495,Easy
roles,2,2.75e-05,5,0.255392156862745,Medium
room,1,0.000245,4,0.19785575048732942,Easy
root,1,2.57e-05,4,0.2753267973856208,Medium
roots,1,2.19e-05,5,0.24910714285714286,Medium
ropes,2,4.57e-06,5,0.21875,Easy
rottenness,3,4.9e-08,10,0.336111111111111,Medium
rounds,1,2e-05,6,0.25,Medium
row,1,3.98e-05,3,0.1764705882352941,Easy
ruins,1,1.05e-05,5,0.21875,Easy
rulers,2,5.01e-06,6,0.25315126050420167,Medium
ruling,2,1.95e-05,6,0.24402573529411759,Easy
rulings,2,2.45e-06,7,0.3249999999999999,Medium
rum,1,4.27e-06,3,0.2875,Medium
running,2,0.00017,7,0.3214285714285714,Medium
saccharin,3,1.1e-07,9,0.5,Hard
sachet,2,1.62e-07,6,0.5,Hard
sack,1,8.13e-06,4,0.25,Medium
sackcloth,2,1.29e-07,9,0.4504359451290398,Hard
sacks,1,3.89e-06,5,0.25,Medium
sacraments,3,8.51e-07,10,0.4107142857142857,Hard
safeguards,3,2.4e-06,10,0.3524305555555556,Hard
saffron,2,1.62e-06,7,0.3472222222222222,Medium
sail,1,1.02e-05,4,0.1428571428571428,Easy
saint,1,2.57e-05,5,0.28125,Medium
saints,1,1.45e-05,6,0.22205882352941175,Easy
sales,2,0.000105,5,0.1527777777777778,Easy
salt,1,3.98e-05,4,0.234375,Easy
salvation,3,8.91e-06,9,0.25331957344341244,Medium
samples,2,2.19e-05,7,0.296875,Medium
sanctuaries,3,7.76e-07,11,0.3,Medium
sanctuary,3,8.51e-06,9,0.2935185185185185,Medium
sand,1,2.75e-05,4,0.2105263157894736,Easy
sashes,2,3.16e-07,6,0.3472222222222222,Medium
savings,2,2.75e-05,7,0.2666666666666667,Medium
scale,2,6.76e-05,5,0.2727272727272727,Medium
scales,2,9.55e-06,6,0.3235294117647058,Medium
scam,1,8.71e-06,4,0.1842105263157895,Easy
scatters,2,2.69e-07,8,0.3529411764705882,Hard
scepter,2,5.37e-07,7,0.25,Medium
scheme,2,3.72e-05,6,0.328125,Medium
schemes,2,1.07e-05,7,0.3214285714285714,Medium
school,1,0.000513,6,0.2916666666666666,Medium
sclerosis,3,2e-06,9,0.5367063492063492,Hard
scoffing,2,2.63e-07,8,0.40625,Hard
scope,2,1.82e-05,5,0.3194444444444444,Medium
scopes,2,7.59e-07,6,0.4107142857142857,Hard
scorpions,2,1e-06,9,0.2368421052631579,Easy
scourge,2,1.55e-06,7,0.5416666666666666,Hard
scourges,2,1.12e-07,8,0.375,Hard
screen,1,7.08e-05,6,0.359375,Hard
screening,2,1.41e-05,9,0.3333333333333333,Medium
screenings,2,2.29e-06,10,0.2941176470588235,Medium
scribe,2,1.2e-06,6,0.35866792929292923,Hard
scribes,2,7.76e-07,7,0.4450960735171261,Hard
scroll,1,7.24e-06,6,0.2631578947368421,Medium
seal,1,2e-05,4,0.24166666666666664,Easy
search,1,9.12e-05,6,0.2173611111111111,Easy
seas,1,8.51e-06,4,0.1982142857142857,Easy
seashore,3,8.32e-07,8,0.2361111111111111,Easy
season,2,0.000302,6,0.5,Hard
seasons,2,3.31e-05,7,0.1323529411764705,Easy
seats,1,3.39e-05,5,0.21875,Easy
secretion,3,1.29e-06,9,0.398235294117647,Hard
sections,2,2.29e-05,8,0.2619047619047618,Medium
sector,2,4.57e-05,6,0.29820261437908496,Medium
sectors,2,1.17e-05,7,0.18749999999999994,Easy
seed,1,2.34e-05,4,0.24243360805860803,Easy
seekers,2,4.17e-06,7,0.29975328947368424,Medium
seer,1,1.02e-06,4,0.4499999999999999,Hard
seers,1,2.63e-07,5,0.3970588235294118,Hard
segment,2,1.82e-05,7,0.32842255210676263,Medium
segments,2,9.55e-06,8,0.27626050420168063,Medium
selection,3,4.17e-05,9,0.24476307189542484,Easy
sense,2,0.000155,5,0.2763157894736842,Medium
sensitivities,5,8.51e-07,13,0.369047619047619,Hard
sensitivity,5,8.91e-06,11,0.2894736842105263,Medium
separation,4,1.35e-05,10,0.2941176470588235,Medium
septum,2,7.94e-07,6,0.5357142857142857,Hard
sequelae,3,1.05e-07,8,0.75,Hard
sequences,3,7.08e-06,9,0.3059895833333333,Medium
series,2,0.000224,6,0.1964285714285714,Easy
seriousness,4,3.63e-06,11,0.2794117647058823,Medium
servant,2,1.23e-05,7,0.246875,Medium
servants,2,1.07e-05,8,0.17579656862745097,Easy
service,3,0.000309,7,0.1666666666666666,Easy
session,2,5.25e-05,7,0.2019005847953216,Easy
set,1,0.000389,3,0.1767613636363636,Easy
seventies,3,1.86e-06,9,0.275,Medium
severity,4,5.13e-06,8,0.2974861739567622,Medium
sex,1,0.000166,3,0.1907488390092879,Easy
sexes,2,2.69e-06,5,0.2833333333333333,Medium
shadow,2,2.75e-05,6,0.3194444444444444,Medium
shame,2,3.55e-05,5,0.1964285714285714,Easy
shape,2,5.25e-05,5,0.20418584825234437,Easy
share,2,0.000158,5,0.1911764705882352,Easy
sheaf,1,3.98e-07,5,0.6578947368421053,Hard
sheaves,2,2.69e-07,7,0.5686141304347826,Hard
shekels,2,3.39e-07,7,0.5528186274509804,Hard
shepherd,2,7.94e-06,8,0.27124183006535946,Medium
shepherds,2,1.66e-06,9,0.2563951545530493,Medium
shield,1,2e-05,6,0.2050245098039216,Easy
shift,1,3.72e-05,5,0.2058823529411764,Easy
ship,1,8.51e-05,4,0.24305555555555555,Easy
shipbuilding,3,2.14e-06,12,0.2633272058823529,Medium
shipyards,2,9.12e-07,9,0.25,Medium
shirt,1,4.27e-05,5,0.125,Easy
shock,1,2.88e-05,5,0.2678571428571429,Medium
shortcomings,3,2.82e-06,12,0.34375,Medium
shortfall,2,1.05e-06,9,0.4605263157894737,Hard
shot,1,0.000166,4,0.359375,Hard
shoulder,2,3.16e-05,8,0.2333333333333333,Easy
shoulders,2,1.51e-05,9,0.25,Medium
shout,1,1.15e-05,5,0.20024671052631576,Easy
show,1,0.000479,4,0.21875,Easy
showers,2,7.76e-06,7,0.1607142857142857,Easy
shuttles,2,8.32e-07,8,0.4333333333333333,Hard
sickle,2,1.41e-06,6,0.2916666666666666,Medium
sicknesses,3,1.35e-07,10,0.2261904761904761,Easy
side,2,0.000316,4,0.1310049019607843,Easy
sight,1,3.47e-05,5,0.2403081232492997,Easy
sign,1,0.00012,4,0.11530448717948716,Easy
signal,2,4.17e-05,6,0.2808333333333333,Medium
signaling,3,4.47e-06,9,0.36408902691511386,Hard
signalling,3,2.57e-06,10,0.40183423913043476,Hard
signatories,4,1e-06,11,0.43472222222222223,Hard
signatures,4,5.62e-06,10,0.2205882352941176,Easy
signet,2,4.68e-07,6,0.4979140866873065,Hard
significance,5,1.51e-05,12,0.2833333333333333,Medium
signs,1,5.13e-05,5,0.23288690476190477,Easy
silence,3,2.88e-05,7,0.24861111111111106,Medium
silencing,3,1.2e-06,9,0.37098769796380093,Hard
silver,2,6.46e-05,6,0.16124032507739935,Easy
similarity,5,3.8e-06,10,0.34375,Medium
simplicity,4,5.89e-06,10,0.2738095238095238,Medium
sin,1,2.34e-05,3,0.1708284852402499,Easy
sincerity,4,2.19e-06,9,0.2647058823529411,Medium
singing,2,3.89e-05,7,0.2105263157894736,Easy
singleness,3,1.62e-07,10,0.425,Hard
singleton,3,1.41e-06,9,0.5625,Hard
sinner,2,2.45e-06,6,0.1428571428571428,Easy
sins,1,1.1e-05,4,0.2393762183235867,Easy
sister,2,8.91e-05,6,0.1666666666666666,Easy
site,2,0.000166,4,0.2150845410628019,Easy
sites,2,5.5e-05,5,0.1714285714285714,Easy
siting,2,4.79e-07,6,0.4166666666666666,Hard
sittings,2,3.47e-07,8,0.30290441176470584,Medium
situations,3,2.95e-05,10,0.1971177944862155,Easy
sixteenth,2,2.4e-06,9,0.075,Easy
size,2,0.000135,4,0.15160714285714288,Easy
